id,submitted,updated,title,abstract,authors,link_abstract,link_pdf,link_doi,comment,journal,category,males,females
2004.04491v1,2020-04-09,2020-04-09,"Multi-Granularity Canonical Appearance Pooling for Remote Sensing Scene
  Classification","  Recognising remote sensing scene images remains challenging due to large
visual-semantic discrepancies. These mainly arise due to the lack of detailed
annotations that can be employed to align pixel-level representations with
high-level semantic labels. As the tagging process is labour-intensive and
subjective, we hereby propose a novel Multi-Granularity Canonical Appearance
Pooling (MG-CAP) to automatically capture the latent ontological structure of
remote sensing datasets. We design a granular framework that allows
progressively cropping the input image to learn multi-grained features. For
each specific granularity, we discover the canonical appearance from a set of
pre-defined transformations and learn the corresponding CNN features through a
maxout-based Siamese style architecture. Then, we replace the standard CNN
features with Gaussian covariance matrices and adopt the proper matrix
normalisations for improving the discriminative power of features. Besides, we
provide a stable solution for training the eigenvalue-decomposition function
(EIG) in a GPU and demonstrate the corresponding back-propagation using matrix
calculus. Extensive experiments have shown that our framework can achieve
promising results in public remote sensing scene datasets.
",S. Wang|Y. Guan|L. Shao,http://arxiv.org/abs/2004.04491v1,http://arxiv.org/pdf/2004.04491v1,http://dx.doi.org/10.1109/TIP.2020.2983560,"This paper is going to be published by IEEE Transactions on Image
  Processing","IEEE Transactions on Image Processing 29, 5396--5407 (2020)",computer science,0,0
2004.04525v1,2020-04-09,2020-04-09,"Anomalous Fano Resonance in Double Quantum Dot System Coupled to
  Superconductor","  We analyze the influence of a local pairing on the quantum interference in
nanoscopic systems. As a model system we choose the double quantum dot coupled
to one metallic and one superconducting electrode in the T-shape geometry. The
analysis is particularly valuable for systems containing coupled objects with
considerably different broadening of energy levels. In such systems, the
scattering of itinerant electrons on a discrete (or narrow) energy level gives
rise to the Fano-type interference. Systems with induced superconducting order,
along well understood Fano resonances, exhibit also another features on the
opposite side of the Fermi level. The lineshape of these resonances differs
significantly from their reflection on the opposite side of the Fermi level,
and their origin was not fully understood. Here, considering the spin-polarized
tunneling model, we explain a microscopic mechanism of a formation of these
resonances and discuss the nature of their uncommon lineshapes. We show that
the anomalous Fano profiles originate solely from the pairing of nonscattered
electrons with scattered ones. We investigate also the interplay of each type
of resonances with the Kondo physics and discuss the resonant features in
differential conductivity.
",Jan Barański|Tomasz Zienkiewicz|Magdalena Barańska|Konrad Jerzy Kapcia,http://arxiv.org/abs/2004.04525v1,http://arxiv.org/pdf/2004.04525v1,http://dx.doi.org/10.1038/s41598-020-59498-y,"16 pages, 7 figures; wlscirep pdfLaTeX class. This is author-created
  e-print version of the article published in Scientific Reports","Scientific Reports 10, 2881 (2020)",maths,2,2
2004.04587v1,2020-04-09,2020-04-09,Radar evidence of subglacial liquid water on Mars,"  The presence of liquid water at the base of the Martian polar caps has long
been suspected but not observed. We surveyed the Planum Australe region using
the Mars Advanced Radar for Subsurface and Ionosphere Sounding, a low-frequency
radar on the Mars Express spacecraft. Radar profiles collected between May 2012
and December 2015, contain evidence of liquid water trapped below the ice of
the South Polar Layered Deposits. Anomalously bright subsurface reflections
were found within a well-defined, 20km wide zone centered at 193{\deg}E,
81{\deg}S, surrounded by much less reflective areas. Quantitative analysis of
the radar signals shows that this bright feature has high dielectric
permittivity >15, matching water-bearing materials. We interpret this feature
as a stable body of liquid water on Mars.
",R. Orosei|S. E. Lauro|E. Pettinelli|A. Cicchetti|M. Coradini|B. Cosciotti|F. Di Paolo|E. Flamini|E. Mattei|M. Pajola|F. Soldovieri|M. Cartacci|F. Cassenti|A. Frigeri|S. Giuppi|R. Martufi|A. Masdea|G. Mitri|C. Nenna|R. Noschese|M. Restano|R. Seu,http://arxiv.org/abs/2004.04587v1,http://arxiv.org/pdf/2004.04587v1,http://dx.doi.org/10.1126/science.aar7268,"27 pages, 10 figures","Science 361, 490 (2018)",physics,0,0
2004.04670v1,2020-04-09,2020-04-09,Quantifying the non-equilibrium activity of an active colloid,"  Active matter systems exhibit rich emergent behavior due to constant
injection and dissipation of energy at the level of individual agents. Since
these systems are far from equilibrium, their dynamics and energetics cannot be
understood using the framework of equilibrium statistical mechanics. Recent
developments in stochastic thermodynamics extend classical concepts of work,
heat, and energy dissipation to fluctuating non-equilibrium systems. We use
recent advances in experiment and theory to study the non-thermal dissipation
of individual light-activated self-propelled colloidal particles. We focus on
characterizing the transition from thermal to non-thermal fluctuations and show
that energy dissipation rates on the order of $\sim k_BT/$s are measurable from
finite time series data.
",Sarah Eldeen|Ryan Muoio|Paris Blaisdell-Pijuan|Ngoc La|Mauricio Gomez|Alex Vidal|Wylie Ahmed,http://arxiv.org/abs/2004.04670v1,http://arxiv.org/pdf/2004.04670v1,http://dx.doi.org/10.1039/D0SM00398K,"9 pages, 6 figures","Soft Matter, 2020",maths,4,3
2004.04759v1,2020-04-09,2020-04-09,"First-Principles Calculation of Spin and Orbital Contributions to
  Magnetically Ordered Moments in Sr$_{2}$IrO$_{4}$","  We show how an accurate first-principles treatment of the
canted-antiferromagnetic ground state of Sr$_2$IrO$_4$, a prototypical $5d$
correlated spin-orbit coupled material, can be obtained without invoking any
free parameters such as the Hubbard U or tuning the spin-orbit coupling
strength. Our theoretically predicted iridium magnetic moment of 0.250 $\mu_B$,
canted by 12.6$^{\circ}$ off the a-axis, is in accord with experimental
results. By resolving the magnetic moments into their spin and orbital
components, we show that our theoretically obtained variation of the magnetic
scattering amplitude $<M_{m}>$ as a function of the polarization angle is
consistent with recent non-resonant magnetic x-ray scattering measurements. The
computed value of the band gap (55 meV) is also in line with the corresponding
experimental values. A comparison of the band structure to that of the cuprates
suggests the presence of incommensurate charge-density wave phases in
Sr$_{2}$IrO$_{4}$.
",Christopher Lane|Yubo Zhang|James W. Furness|Robert S. Markiewicz|Bernardo Barbiellini|Jianwei Sun|Arun Bansil,http://arxiv.org/abs/2004.04759v1,http://arxiv.org/pdf/2004.04759v1,http://dx.doi.org/10.1103/PhysRevB.101.155110,"11 pages, 6 figures","Phys. Rev. B 101, 155110 (2020)",maths,5,0
2004.04859v1,2020-04-09,2020-04-09,Thin film growth models with long surface diffusion lengths,"  In limited mobility (LM) models of thin film deposition, the final position
of each atom or molecule is chosen according to a set of stochastic rules
before the incidence of another atom or molecule. Here we investigate the
possibility of a LM model to reproduce features of a more realistic approach
that represents the interplay of collective adatom diffusion and the external
flux. In the LM model introduced here, each adatom may execute $G$ hops to
neighboring columns of the deposit, but a hop attempt from a site with $n$
lateral neighbors has probability $P^n$, with $P<1$. These rules resemble those
of the Clarke-Vvedensky (CV) model without energy barriers at step edges, whose
main parameters are the diffusion-to-deposition ratio $R$ on terraces and the
detachment probability $\epsilon$ per lateral neighbor. At short times, the
roughness of the LM model can be written in terms of a scaling function of $G$
and $P$ and the growth exponent is consistent with the Villain-Lai-Das Sarma
universality class. The evolution of the surface roughness and of the
autocorrelation function of the CV model is reproduced with reasonable accuracy
by the LM model with suitable choices of parameters. The increase of the
parameters $G$ and $R$ of those models produces smoother film surfaces, while
the increase of $P$ and $\epsilon$ smoothen the terrace boundaries at short
lengthscales. However, the detachment probabilities of the two models have very
different effects on the surface roughness: in the LM model, for fixed $G$, the
surface roughness increases as $P$ increases; in the CV model, the surface
smoothens as $\epsilon$ increases, for fixed $R$. This result is related to the
non-Markovian nature of the LM model, since the diffusivity of an adatom
depends on its history at the film surface and may be severely reduced after a
detachment from a terrace step.
",Tung B. T. To|Vitor B. de Sousa|Fábio D. A. Aarão Reis,http://arxiv.org/abs/2004.04859v1,http://arxiv.org/pdf/2004.04859v1,http://dx.doi.org/10.1016/j.physa.2018.07.024,Preprint for a publication in Physica A,Physica A 511 (2018) 240-250,maths,2,0
2004.04915v1,2020-04-10,2020-04-10,"Low temperature spectral dynamics of single molecules in ultrathin
  polymer films","  We studied the spectral dynamics of single fluorescent dye molecules embedded
in ultrathin films (5 - 100 nm) of the amorphous polymer polyisobutylene at
cryogenic temperatures and its variation with film thickness. Noticeable
portion of molecules in the ensemble show a behavior which is inconsistent with
the standard tunneling model: Their spectral lines are subject to irreversible
spectral jumps, continuous shifting, and abrupt chaotic changes of the
linewidth or jumping rate. In films thinner than 100 nm, the occurrence of
""non-standard"" spectral behavior increases with decreasing sample thickness at
fixed excitation intensity. In addition, it also increases with laser
intensity.
",Yaroslav I. Sobolev|Andrei V. Naumov|Yuri G. Vainer|Lothar Kador,http://arxiv.org/abs/2004.04915v1,http://arxiv.org/pdf/2004.04915v1,http://dx.doi.org/10.1063/1.4879062,"10 pages, 3 figures","The Journal of Chemical Physics 140, 204907 (2014)",maths,3,1
2004.05163v1,2020-04-10,2020-04-10,"An Energy Stable Linear Diffusive Crank-Nicolson Scheme for the
  Cahn-Hilliard Gradient Flow","  We propose and analyze a linearly stabilized semi-implicit diffusive
Crank--Nicolson scheme for the Cahn--Hilliard gradient flow. In this scheme,
the nonlinear bulk force is treated explicitly with two second-order
stabilization terms. This treatment leads to linear elliptic system with
constant coefficients and provable discrete energy dissipation. Rigorous error
analysis is carried out for the fully discrete scheme. When the time step-size
and the space step-size are small enough, second order accuracy in time is
obtained with a prefactor controlled by some lower degree polynomial of
$1/\varepsilon$. {Here $\varepsilon$ is the thickness of the interface}.
Numerical results together with an adaptive time stepping are presented to
verify the accuracy and efficiency of the proposed scheme.
",Lin Wang|Haijun Yu,http://arxiv.org/abs/2004.05163v1,http://arxiv.org/pdf/2004.05163v1,http://dx.doi.org/10.1016/j.cam.2020.112880,"arXiv admin note: text overlap with arXiv:1710.03604,
  arXiv:1708.09763",Journal of Computational and Applied Mathematics 2020,maths,0,1
2004.04961v1,2020-04-10,2020-04-10,"Preliminary results in using Deep Learning to emulate BLOB, a nuclear
  interaction model","  Purpose: A reliable model to simulate nuclear interactions is fundamental for
Ion-therapy. We already showed how BLOB (""Boltzmann-Langevin One Body""), a
model developed to simulate heavy ion interactions up to few hundreds of MeV/u,
could simulate also $^{12}$C reactions in the same energy domain. However, its
computation time is too long for any medical application. For this reason we
present the possibility of emulating it with a Deep Learning algorithm.
Methods: The BLOB final state is a Probability Density Function (PDF) of
finding a nucleon in a position of the phase space. We discretised this PDF and
trained a Variational Auto-Encoder (VAE) to reproduce such a discrete PDF. As a
proof of concept, we developed and trained a VAE to emulate BLOB in simulating
the interactions of $^{12}$C with $^{12}$C at 62 MeV/u. To have more control on
the generation, we forced the VAE latent space to be organised with respect to
the impact parameter ($b$) training a classifier of $b$ jointly with the VAE.
Results: The distributions obtained from the VAE are similar to the input ones
and the computation time needed to use the VAE as a generator is negligible.
Conclusions: We show that it is possible to use a Deep Learning approach to
emulate a model developed to simulate nuclear reactions in the energy range of
interest for Ion-therapy. We foresee the implementation of the generation part
in C++ and to interface it with the most used Monte Carlo toolkit: Geant4.
",A. Ciardiello|M. Asai|B. Caccia|G. A. P. Cirrone|M. Colonna|A. Dotti|R. Faccini|S. Giagu|A. Messina|P. Napolitani|L. Pandola|D. H. Wright|C. Mancini-Terracciano,http://arxiv.org/abs/2004.04961v1,http://arxiv.org/pdf/2004.04961v1,http://dx.doi.org/10.1016/j.ejmp.2020.04.005,"8 pages, 9 figures, Accepted by Physica Medica","Physica Medica Volume 73, May 2020, Pages 65-72",physics,0,0
2004.05050v1,2020-04-10,2020-04-10,"Theoretical Estimation of Attenuation Coefficient of Resonant Ultrasound
  Contrast Agents","  Acoustic characterization of ultrasound contrast agents (UCAs, coated
microbubbles) relies on the attenuation theory that assumes the UCAs oscillate
linearly at sufficiently low excitation pressures. Effective shell parameters
of the UCAs can be estimated by fitting a theoretical attenuation curve to
experimentally measured attenuation data. Depending on the excitation frequency
and properties of the shell, however, an UCA may oscillate nonlinearly even at
sufficiently low excitation pressures violating the assumption in the linear
attenuation theory. Notably, the concern on the estimation of the attenuation
coefficient of a microbubble at resonance using linearized approximation has
long been addressed. In this article, we investigated the attenuation
phenomenon through analyzing the energy dissipation of a single UCA and
propagating waves in an UCA suspension, both of which employed a nonlinear
Rayleigh-Plesset equation. Analytical formulae capable of estimating the
attenuation coefficient due to the weakly nonlinear oscillations of the UCA
were obtained with a relatively rigorous mathematical analysis. The computed
results that were verified by numerical simulations showed the attenuation
coefficient of the UCA at resonance was pressure-dependent and could be
significantly smaller than that predicted by the linear attenuation theory.
Polydispersity of the UCA population enlarged the difference in the estimation
of attenuation between the linear and present second-order nonlinear theories.
",Lang Xia,http://arxiv.org/abs/2004.05050v1,http://arxiv.org/pdf/2004.05050v1,http://dx.doi.org/10.1121/10.0001167,24 pages (Accepted in JASA),Journal of the Acoustical Society of America 2020,physics,1,0
2004.05056v2,2020-04-10,2020-04-10,"Extraction a Formalism for Fluids with Non-Spherical Molecules based on
  the Cluster Expansion of the Energy Functional","  In this work, based on the cluster expansion of the energy functional, we
have extracted a formalism for calculation of the thermodynamic properties of
fluids with non-spherical molecules. The salient feature of the extracted
formalism is that it has no restrictions on the type of interaction. In fact
our formalism can be employed for all types of realistic inter-particle
interactions. Here, for the interaction of two anisotropic molecules, we have
applied the Gay-Berne potential. Finally, we have applied this formalism to
calculate some thermodynamic properties of fluid H_2 which shows some expected
results.
",S. M. Hekmatzadeh|G. H. Bordbar|M. Moradi,http://arxiv.org/abs/2004.05056v2,http://arxiv.org/pdf/2004.05056v2,http://dx.doi.org/10.1016/j.chemphys.2020.110792,"17 pages, 8 figures, 1 table,
  https://authors.elsevier.com/a/1avr814SHp7UYq",Chemical Physics 535 (2020) 110792,maths,0,0
2004.05059v1,2020-04-10,2020-04-10,"Detection of two-mode spatial quantum states of light by electro-optic
  integrated directional couplers","  We study both manipulation and detection of two-mode spatial quantum states
of light by means of a reconfigurable integrated device built in an
electro-optical material in a Kolgelnik-Schmidt configuration, which provides
higher error tolerance to fabrication defects and larger integration density
than other current schemes. SU(2) transformations are implemented on guided
spatial modes in such a way that reconstruction of both the optical
field-strength quantum probability distribution, via spatial two-mode homodyne
detection, and the full optical field-strength wavefunction, by means of weak
values, are carried out. This approach can easily be extended to spatial N-mode
input quantum states. Apart from its usefulness to characterize optical quantum
states, it is also emphasized its application to the measurement of the
so-called generalized quantum polarization.
",David Barral|Mark G. Thompson|Jesús Liñares,http://arxiv.org/abs/2004.05059v1,http://arxiv.org/pdf/2004.05059v1,http://dx.doi.org/10.1364/JOSAB.32.001165,"10 pages, 8 figures","J. Opt. Soc. Am. B 32, 1165-1173 (2015)",physics,2,0
2004.05165v1,2020-04-10,2020-04-10,Cosmic Gamma Ray Constraints on the Indirect Effects of Dark Matter,"  The observed anomalous excess of high-energy cosmic ray (CR) positrons is
widely discussed as possible indirect evidence for dark matter (DM). However,
any source of cosmic positrons is inevitably the source of gamma radiation. The
least model dependent test of CR anomalies interpretation via DM particles
decays (or annihilation) is connected with gamma-ray background due to gamma
overproduction in such processes. In this work, we impose an observational
constraint on gamma ray production from DM. Then, we study the possible
suppression of gamma yield in the DM decays into identical final fermions. Such
DM particles arise in the multi-component dark atom model. The influence of the
interaction vertices on the gamma suppression was also considered. No essential
gamma suppression effects are found. However, some minor ones are revealed.
",Konstantin M. Belotsky|Airat Kh. Kamaletdinov|Ekaterina S. Shlepkina|Maxim L. Solovyov,http://arxiv.org/abs/2004.05165v1,http://arxiv.org/pdf/2004.05165v1,http://dx.doi.org/10.3390/particles3020025,"The article was published in MDPI ""Particle"". The authors used to the
  article structure suggested by the journal (MDPI ""Particles"")","Particles 2020, 3, 336-344",physics,2,1
2004.05122v1,2020-04-10,2020-04-10,Room-temperature skyrmion phase in bulk Cu2OSeO3 under high pressures,"  A skyrmion state in a non-centrosymmetric helimagnet displays topologically
protected spin textures with profound technological implications for high
density information storage, ultrafast spintronics, and effective microwave
devices. Usually, its equilibrium state in a bulk helimagnet occurs only over a
very restricted magnetic-field--temperature phase space and often in the low
temperature region near the magnetic transition temperature Tc. We have
expanded and enhanced the skyrmion phase region from the small range of 55-58.5
K to 5-300 K in single-crystalline Cu2OSeO3 by pressures up to 42.1 GPa through
a series of phase transitions from the cubic P2(_1)3, through orthorhombic
P2(_1)2(_1)2(_1) and monoclinic P2(_1), and finally to the triclinic P1 phase,
using our newly developed ultrasensitive high-pressure magnetization technique.
The results are in agreement with our Ginzburg-Landau free energy analyses,
showing that pressures tend to stabilize the skyrmion states and at higher
temperatures. The observations also indicate that the skyrmion state can be
achieved at higher temperatures in various crystal symmetries, suggesting the
insensitivity of skyrmions to the underlying crystal lattices and thus the
possible more ubiquitous presence of skyrmions in helimagnets.
",Liangzi Deng|Hung-Cheng Wu|Alexander P. Litvinchuk|Noah F. Q. Yuan|Jey-Jau Lee|Rabin Dahal|Helmuth Berger|Hung-Duen Yang|Ching-Wu Chu,http://arxiv.org/abs/2004.05122v1,http://arxiv.org/pdf/2004.05122v1,http://dx.doi.org/10.1073/pnas.1922108117,"22 pages, 5 figures and 3 supplementary figures","Proceedings of the National Academy of Sciences Apr 2020,
  201922108",maths,3,0
2004.10155v1,2020-04-10,2020-04-10,Scale Symmetry in the Universe,"  Scale symmetry is a fundamental symmetry of physics that seems however not to
be fully realized in the universe. Here, we focus on the astronomical scales
ruled by gravity, where scale symmetry holds and gives rise to a truly scale
invariant distribution of matter, namely it gives rise to a fractal geometry. A
suitable explanation of the features of the fractal cosmic mass distribution is
provided by the nonlinear Poisson--Boltzmann--Emden equation. An alternative
interpretation of this equation is connected with theories of quantum gravity.
We study the fractal solutions of the equation and connect them with the
statistical theory of random multiplicative cascades, which originated in the
theory of fluid turbulence. The type of multifractal mass distributions so
obtained agrees with results from the analysis of cosmological simulations and
of observations of the galaxy distribution.
",Jose Gaite,http://arxiv.org/abs/2004.10155v1,http://arxiv.org/pdf/2004.10155v1,http://dx.doi.org/10.3390/sym12040597,"19 pages, 5 figures","Symmetry 2020, 12, 597",physics,1,0
2004.05369v1,2020-04-11,2020-04-11,"Engineering continuous and discrete variable quantum vortex states by
  non-local photon subtraction in optical waveguides","  We study the production of entangled two- and N-mode quantum states of light
in optical waveguides. To this end we propose a quantum photonic circuit which
produces a reconfigurable superposition of photon subtraction on two
single-mode squeezed states. Under post-selection, continuous variable or
discrete variable entangled states with possibilities in quantum information
processing are obtained. Likewise, nesting and coincidence measurement enable
the generation of higher dimension entanglement with the same design.
Additionally, we show the operation of the device through the generation of
quantum vortex states of light and study their non-Gaussianity,
non-classicality and entanglement by means of their optical field-strength
distribution, Wigner function and logarithmic negativity. Quantum vortices
generated with this scheme show strong entanglement for moderate values of
squeezing.
",David Barral|Jesús Liñares|Daniel Balado,http://arxiv.org/abs/2004.05369v1,http://arxiv.org/pdf/2004.05369v1,http://dx.doi.org/10.1364/JOSAB.33.002225,"12 pages, 7 figure. Very close to the published version. Typos in
  Equations (30), (31) and (33) in the published version were corrected","Journal of the Optical Society of America B, Vol. 33, Issue 11,
  pp. 2225-2235 (2016)",physics,2,0
2004.05374v1,2020-04-11,2020-04-11,"Handling missing data in a neural network approach for the
  identification of charged particles in a multilayer detector","  Identification of charged particles in a multilayer detector by the energy
loss technique may also be achieved by the use of a neural network. The
performance of the network becomes worse when a large fraction of information
is missing, for instance due to detector inefficiencies. Algorithms which
provide a way to impute missing information have been developed over the past
years. Among the various approaches, we focused on normal mixtures models in
comparison with standard mean imputation and multiple imputation methods.
Further, to account for the intrinsic asymmetry of the energy loss data, we
considered skew-normal mixture models and provided a closed form implementation
in the Expectation-Maximization (EM) algorithm framework to handle missing
patterns. The method has been applied to a test case where the energy losses of
pions, kaons and protons in a six-layers Silicon detector are considered as
input neurons to a neural network. Results are given in terms of reconstruction
efficiency and purity of the various species in different momentum bins.
",S. Riggi|D. Riggi|F. Riggi,http://arxiv.org/abs/2004.05374v1,http://arxiv.org/pdf/2004.05374v1,http://dx.doi.org/10.1016/j.nima.2015.01.063,"14 pages, 8 figures",Nucl. Instr. and Methods in Physics Research A 780 (2015) 81-90,statistics,0,0
2004.05381v1,2020-04-11,2020-04-11,Bayesian Surprise in Indoor Environments,"  This paper proposes a novel method to identify unexpected structures in 2D
floor plans using the concept of Bayesian Surprise. Taking into account that a
person's expectation is an important aspect of the perception of space, we
exploit the theory of Bayesian Surprise to robustly model expectation and thus
surprise in the context of building structures. We use Isovist Analysis, which
is a popular space syntax technique, to turn qualitative object attributes into
quantitative environmental information. Since isovists are location-specific
patterns of visibility, a sequence of isovists describes the spatial perception
during a movement along multiple points in space. We then use Bayesian Surprise
in a feature space consisting of these isovist readings. To demonstrate the
suitability of our approach, we take ""snapshots"" of an agent's local
environment to provide a short list of images that characterize a traversed
trajectory through a 2D indoor environment. Those fingerprints represent
surprising regions of a tour, characterize the traversed map and enable indoor
LBS to focus more on important regions. Given this idea, we propose to use
""surprise"" as a new dimension of context in indoor location-based services
(LBS). Agents of LBS, such as mobile robots or non-player characters in
computer games, may use the context surprise to focus more on important regions
of a map for a better use or understanding of the floor plan.
",Sebastian Feld|Andreas Sedlmeier|Markus Friedrich|Jan Franz|Lenz Belzner,http://arxiv.org/abs/2004.05381v1,http://arxiv.org/pdf/2004.05381v1,http://dx.doi.org/10.1145/3347146.3359358,"10 pages, 16 figures","Proceedings of the 27th ACM SIGSPATIAL International Conference on
  Advances in Geographic Information Systems (SIGSPATIAL '19), 2019, p. 129-138",computer science,4,1
2004.05383v1,2020-04-11,2020-04-11,Trajectory annotation using sequences of spatial perception,"  In the near future, more and more machines will perform tasks in the vicinity
of human spaces or support them directly in their spatially bound activities.
In order to simplify the verbal communication and the interaction between
robotic units and/or humans, reliable and robust systems w.r.t. noise and
processing results are needed. This work builds a foundation to address this
task. By using a continuous representation of spatial perception in interiors
learned from trajectory data, our approach clusters movement in dependency to
its spatial context. We propose an unsupervised learning approach based on a
neural autoencoding that learns semantically meaningful continuous encodings of
spatio-temporal trajectory data. This learned encoding can be used to form
prototypical representations. We present promising results that clear the path
for future applications.
",Sebastian Feld|Steffen Illium|Andreas Sedlmeier|Lenz Belzner,http://arxiv.org/abs/2004.05383v1,http://arxiv.org/pdf/2004.05383v1,http://dx.doi.org/10.1145/3274895.3274968,"10 pages, 17 figures","Proceedings of the 26th ACM SIGSPATIAL International Conference on
  Advances in Geographic Information Systems (SIGSPATIAL '18), 2018, p. 329-338",computer science,4,0
2004.05389v1,2020-04-11,2020-04-11,"Thermopower and Unconventional Nernst in the Predicted Type-II Weyl
  Semi-metal WTe$_2$","  WTe$_2$ is one of a series of recently discovered high mobility semimetals,
some of whose properties are characteristic of topological Dirac or Weyl
metals. One of its most interesting properties is the unsaturated giant
magnetoresistance that it exhibits at low temperatures. An important question
is the degree to which this property can be ascribed to a conventional
semi-metallic model in which a highly compensated, high mobility metal exhibits
large magnetoresistance. Here we show that the longitudinal thermopower
(Seebeck effect) of semi-metallic WTe$_2$ exfoliated flakes exhibits periodic
sign changes about zero with increasing magnetic field that indicates distinct
electron and hole Landau levels and nearly fully compensated electron and hole
carrier densities. However, inconsistent with a conventional semi-metallic
picture, we find a rapid enhancement of the Nernst effect at low temperatures
that is nonlinear in magnetic field, which is consistent with Weyl points in
proximity to the Fermi energy. Hence, we demonstrate the role played by the
Weyl character of WTe$_2$ in its transport properties.
",K. Gaurav Rana|Fasil K. Dejene|Neeraj Kumar|Catherine R. Rajamathi|Kornelia Sklarek|Claudia Felser|Stuart S. P. Parkin,http://arxiv.org/abs/2004.05389v1,http://arxiv.org/pdf/2004.05389v1,http://dx.doi.org/10.1021/acs.nanolett.8b03212,"16 pages, 3 figures","Nano Lett. 2018, 18, 10, 6591-6596",maths,2,3
2004.05490v1,2020-04-11,2020-04-11,Deep Reinforcement Learning for Process Control: A Primer for Beginners,"  Advanced model-based controllers are well established in process industries.
However, such controllers require regular maintenance to maintain acceptable
performance. It is a common practice to monitor controller performance
continuously and to initiate a remedial model re-identification procedure in
the event of performance degradation. Such procedures are typically complicated
and resource-intensive, and they often cause costly interruptions to normal
operations. In this paper, we exploit recent developments in reinforcement
learning and deep learning to develop a novel adaptive, model-free controller
for general discrete-time processes. The DRL controller we propose is a
data-based controller that learns the control policy in real time by merely
interacting with the process. The effectiveness and benefits of the DRL
controller are demonstrated through many simulations.
",Steven Spielberg|Aditya Tulsyan|Nathan P. Lawrence|Philip D Loewen|R. Bhushan Gopaluni,http://arxiv.org/abs/2004.05490v1,http://arxiv.org/pdf/2004.05490v1,http://dx.doi.org/10.1002/aic.16689,21 pages,AICHE Journal 2019,electronics,4,0
2004.06108v1,2020-04-12,2020-04-12,Anomalous states of positronium,"  The energies and wave functions of the two-body Dirac equation for
positronium are compared with those of the Pauli approximation and the
Bethe-Salpeter equation. The unusual behavior of the ground-state wave function
of the Dirac equation is explained in terms of anomalous bound-state solutions.
",Chris W. Patterson,http://arxiv.org/abs/2004.06108v1,http://arxiv.org/pdf/2004.06108v1,http://dx.doi.org/10.1103/PhysRevA.100.062128,"42 pages, 5 figures","Physical Review A 100, 062128 (2019)",physics,1,0
2004.06284v1,2020-04-12,2020-04-12,"Wireless Information and Power Transfer for IoT Applications in Overlay
  Cognitive Radio Networks","  This paper proposes and investigates an overlay spectrum sharing system in
conjunction with the simultaneous wireless information and power transfer
(SWIPT) to enable communications for the Internet of Things (IoT) applications.
Considered is a cooperative cognitive radio network, where two IoT devices
(IoDs) exchange their information and also provide relay assistance to a pair
of primary users (PUs). Different from most existing works, in this paper, both
IoDs can harvest energy from the radio-frequency (RF) signals received from the
PUs. By utilizing the harvested energy, they provide relay cooperation to PUs
and realize their own communications. For harvesting energy, a time-switching
(TS) based approach is adopted at both IoDs. With the proposed scheme, one
round of bidirectional information exchange for both primary and IoT systems is
performed in four phases, i.e., one energy harvesting (EH) phase and three
information processing (IP) phases. Both IoDs rely on the decode-and-forward
operation to facilitate relaying, whereas the PUs employ selection combining
(SC) technique. For investigating the performance of the considered network,
this paper first provides exact expressions of user outage probability (OP) for
the primary and IoT systems under Nakagami-m fading. Then, by utilizing the
expressions of user OP, the system throughput and energy efficiency are
quantified together with the average end-to-end transmission time. Numerical
and simulation results are provided to give useful insights into the system
behavior and to highlight the impact of various system/channel parameters.
",Devendra Singh Gurjar|Ha H. Nguyen|Hoang D. Tuan,http://arxiv.org/abs/2004.06284v1,http://arxiv.org/pdf/2004.06284v1,http://dx.doi.org/10.1109/JIOT.2018.2882207,"12 figures, 14 pages","in IEEE Internet of Things Journal, vol. 6, no. 2, pp. 3257-3270,
  April 2019",electronics,2,1
2004.07925v1,2020-04-13,2020-04-13,"Anisotropic Spherical Solutions through Extended Gravitational
  Decoupling Approach","  This paper is devoted to evaluating exact anisotropic spherical solutions for
static self-gravitating systems through extended geometric deformation
decoupling technique. For this purpose, we consider an isotropic Tolman IV
solution and extend it to anisotropic domain by transforming both temporal as
well as radial metric potentials. To examine the physical viability and
stability of interior anisotropic solutions, we plot energy bounds, TOV
equation, causality condition and adiabatic index for the stars Her X-I and PSR
J 1416-2230. It is found that both obtained models show realistic behavior as
they fulfill all physical constraints as well as stability criterion. We
conclude that the extended gravitational decoupling approach provides more
proficient results to discuss the interior configuration of stellar structures.
",M. Sharif|Qanitah Ama-Tul-Mughani,http://arxiv.org/abs/2004.07925v1,http://arxiv.org/pdf/2004.07925v1,http://dx.doi.org/10.1016/j.aop.2020.168122,"32 pages, 11 figures",Ann. Phys. 415(2020)168122,physics,0,0
